OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
1777,10/19/2016 11:56:58,1/14/2025 22:27:05,219410,,1054864,116789,626.989798029999974,100934,0,10/19/2016 11:56:58,R,D,6,B,0,2,SD,2039,2057,SD,2038,2056,N,N,N,2038,2057,1785674.865999999921769,6347506.470999999903142,0,92154,92154,SD,SD,3,N,N,2026,2026,10015,10015,713,713,6347506.470999999903142,1785674.865999999921769,6347500.246000000275671,1785361.928000000072643,6347494.000000000000000,1785048.000000000000000,1,1,20260,20260,,SR-905,,SR-905,,STATE ROUTE 905,,,STATE ROUTE 905,437.772742313808180
1778,11/8/2016 8:26:37,11/8/2016 8:26:39,219776,,6510,5820,5900.166490309999972,26390,0,11/8/2016 8:26:37,M,D,6,B,0,2,CN,33100,33898,CN,33101,33899,N,N,N,33100,33899,2057670.000000000000000,6426443.000000000000000,50,92086,92086,CN,CN,2,N,Y,1043,3062,20903,20903,820,820,6426443.000000000000000,2057670.000000000000000,6424862.927000000141561,2059899.943999999901280,6423572.000000000000000,2062420.000000000000000,1,1,11020,33940,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,5900.166532946203915
1779,11/8/2016 10:39:17,11/8/2016 10:39:44,219803,,181800,181801,223.838970929999988,44006,0,11/8/2016 10:39:17,M,D,6,B,0,2,CN,25780,25808,CN,25781,25809,N,N,N,25780,25809,2031123.610000000102445,6402250.660000000149012,50,92070,92070,CN,CN,2,N,Y,1083,2054,20903,20903,803,824,6402250.660000000149012,2031123.610000000102445,6402357.769000000320375,2031091.013999999966472,6402462.925999999977648,2031052.935000000055879,1,1,11950,20150,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,223.838854886759378
1780,11/9/2016 9:11:15,11/9/2016 9:11:27,219875,,181829,11585,182.378174190000010,26988,0,11/9/2016 9:11:15,M,D,6,B,0,2,CN,29096,29098,CN,29097,29099,N,N,N,29096,29099,2032057.486000000033528,6434310.035000000149012,20,92086,92086,CN,CN,3,N,Y,2021,2010,20903,20903,820,820,6434310.035000000149012,2032057.486000000033528,6434242.228000000119209,2032118.127000000094995,6434180.000000000000000,2032184.999000000068918,1,1,31050,30990,,SAN FELIPE,RD,SAN FELIPE RD,,SAN FELIPE,RD,,SAN FELIPE RD,182.378212852844882
1781,11/9/2016 13:55:01,11/20/2017 13:51:19,219928,,29143,181848,199.626138249999997,120230,0,11/9/2016 13:55:01,M,D,6,B,0,2,CN,2400,2412,CN,2401,2413,N,N,N,2400,2413,1993521.000000000000000,6547753.000000000000000,50,92004,92004,CN,CN,2,N,Y,2045,3017,21001,21001,841,844,6547753.000000000000000,1993521.000000000000000,6547832.359000000171363,1993581.844999999972060,6547911.421000000089407,1993642.462999999988824,1,1,30920,10820,E,SR-78,,E SR-78,E,STATE ROUTE 78,,,E STATE ROUTE 78,199.626255875005256
1782,11/10/2016 9:20:06,11/10/2016 9:20:23,219957,,181861,181860,2643.542206260000057,25703,0,11/10/2016 9:20:06,M,D,6,B,0,2,CN,797,841,CN,796,840,N,N,N,796,841,2021119.950999999884516,6508379.713000000454485,45,92066,92066,CN,CN,3,N,Y,2010,1000,21001,21002,841,841,6508379.713000000454485,2021119.950999999884516,6507229.518000000156462,2021281.955000000074506,6506594.257000000216067,2020419.935999999986961,1,1,30830,21200,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,2643.542319172868702
1783,11/10/2016 9:27:41,11/10/2016 9:28:00,219961,,181863,181862,1547.124336820000053,25703,0,11/10/2016 9:27:41,M,D,6,B,0,2,CN,771,795,CN,770,794,N,N,N,770,795,2022961.073000000091270,6508372.688000000081956,45,92066,92066,CN,CN,3,N,Y,2010,1000,21001,21002,841,841,6508372.688000000081956,2022961.073000000091270,6508181.923000000417233,2022212.283999999985099,6508377.360000000335276,2021555.658000000054017,1,1,30830,21200,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,1547.124398406281443
1784,11/16/2016 12:50:02,11/16/2016 12:50:09,220008,,9101,181879,1843.122046700000055,44006,0,11/16/2016 12:50:02,M,D,6,B,0,2,CN,23550,23788,CN,23551,23789,N,N,N,23550,23789,2041495.000000000000000,6387322.000000000000000,50,92060,92027,CN,CN,2,N,Y,1070,1075,19108,19108,821,821,6387322.000000000000000,2041495.000000000000000,6388216.422000000253320,2041272.044999999925494,6389001.400000000372529,2040795.925999999977648,1,1,11960,12050,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1843.122081223211808
1785,2/1/1989 0:00:00,12/19/2018 13:05:17,89990,,90990,91001,699.580090909999967,27078,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,11800,11940,CN,11801,11939,N,N,N,11800,11940,1849541.841999999945983,6348001.535000000149012,45,92019,91978,CN,CN,2,N,Y,3000,3000,13506,13506,616,624,6348001.535000000149012,1849541.841999999945983,6348349.321999999694526,1849580.027000000001863,6348698.832999999634922,1849585.387000000104308,1,1,10000,10000,,CAMPO,RD,CAMPO RD,,CAMPO,RD,,CAMPO RD,699.579995528352697
1786,4/1/1980 0:00:00,10/3/2019 13:48:20,22205,,29809,29747,489.401347040000019,6205,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,820,898,ES,821,899,N,N,N,820,899,1991938.000000000000000,6309426.000000000000000,45,92025,92025,ES,ES,2,N,Y,1005,2001,20202,20202,42,42,6309426.000000000000000,1991938.000000000000000,6309656.445000000298023,1992021.186999999918044,6309886.000000000000000,1992105.000000000000000,1,1,20000,30010,E,WASHINGTON,AV,E WASHINGTON AV,E,WASHINGTON,AVE,,E WASHINGTON AVE,489.401096815236713
1787,6/1/1985 0:00:00,7/14/2016 11:45:06,26326,,26741,27103,1400.960439059999999,7099,0,6/1/1985 0:00:00,M,D,6,B,0,2,CB,5200,5248,CB,5201,5249,N,N,N,5200,5249,1998562.098999999929219,6243462.220999999903142,35,92010,92008,CB,CB,3,N,Y,1018,2005,19811,22101,5,5,6243462.220999999903142,1998562.098999999929219,6244079.691999999806285,1998233.432999999960884,6244644.000000000000000,1997818.000999999931082,1,1,30240,10040,,EL CAM REAL,,EL CAM REAL,,EL CAMINO REAL,,,EL CAMINO REAL,1400.960508215391428
1788,10/20/2008 12:57:40,6/1/2016 15:02:40,178322,,51080,154755,55.979223370000000,103073,0,10/20/2008 12:57:40,M,D,6,F,0,2,SD,0,0,SD,0,0,N,N,N,0,0,1931829.534999999916181,6302489.429999999701977,45,92128,92128,SD,SD,1,N,Y,4000,4000,17039,17039,232,231,6302489.429999999701977,1931829.534999999916181,6302517.061999999918044,1931834.060999999986961,6302544.673000000417233,1931838.584000000031665,2,2,20060,20050,,SR-56 EB,,SR-56 EB,,STATE ROUTE 56 EB,,,STATE ROUTE 56 EB,55.979254569767733
1789,10/20/2008 13:06:07,6/1/2016 15:02:53,178324,,154756,51063,47.878472920000000,103074,0,10/20/2008 13:06:07,M,D,6,F,0,2,SD,0,0,SD,0,0,N,N,N,0,0,1931872.747999999905005,6302556.621000000275671,45,92128,92128,SD,SD,1,N,Y,4000,1006,17039,17056,232,232,6302556.621000000275671,1931872.747999999905005,6302532.854000000283122,1931869.409999999916181,6302509.207999999634922,1931866.087999999988824,2,2,20060,10160,,SR-56 WB,,SR-56 WB,,STATE ROUTE 56 WB,,,STATE ROUTE 56 WB,47.878773833078498
1790,9/7/2010 10:28:24,7/14/2016 11:50:19,186356,,160281,160282,141.480000670000010,25710,0,9/7/2010 10:28:24,M,D,6,B,0,2,CN,2290,2298,CN,2291,2299,N,N,Y,2290,2299,1825230.424000000115484,6488248.388000000268221,35,91906,91906,CN,CN,3,N,Y,2060,2060,21101,21101,881,881,6488248.388000000268221,1825230.424000000115484,6488245.833999999798834,1825301.378000000026077,6488243.299999999813735,1825371.811999999918044,1,1,31810,31810,,BUCKMAN SPRINGS,RD,BUCKMAN SPRINGS RD,,BUCKMAN SPRINGS,RD,,BUCKMAN SPRINGS RD,141.480000598268305
1791,9/7/2010 10:44:34,7/14/2016 11:45:31,186360,,160285,103321,656.823594640000010,25710,0,9/7/2010 10:44:34,M,D,6,B,0,2,CN,2500,2528,CN,2501,2529,N,N,Y,2500,2529,1828675.651000000070781,6488216.250000000000000,35,91906,91906,CN,CN,3,N,Y,2062,2008,21101,21101,881,881,6488216.250000000000000,1828675.651000000070781,6488265.092000000178814,1828999.993000000016764,6488315.000000000000000,1829325.000000000000000,1,1,31930,30090,,BUCKMAN SPRINGS,RD,BUCKMAN SPRINGS RD,,BUCKMAN SPRINGS,RD,,BUCKMAN SPRINGS RD,656.823671192661209
1792,9/15/2010 8:46:57,2/5/2014 14:39:39,186677,,161775,160496,2652.984586869999930,43894,0,9/15/2010 8:46:57,M,D,6,B,0,2,CN,14200,14482,CN,14201,14483,N,N,N,14200,14483,1927972.877000000094995,6341085.491999999620020,45,92064,92040,CN,CN,2,N,Y,1024,1024,20801,20801,423,423,6341085.491999999620020,1927972.877000000094995,6340483.756000000052154,1929154.338999999919906,6340054.747000000439584,1930394.852999999886379,1,1,10520,10520,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,2652.984536731243224
1793,9/21/2010 15:03:19,9/21/2010 15:04:28,186885,,160661,160662,1196.509987619999947,26390,0,9/21/2010 15:03:19,M,D,6,B,0,2,CN,10950,11078,CN,10951,11079,N,N,Y,10950,11079,1901248.537000000011176,6461522.832000000402331,50,91916,91916,CN,CN,2,N,Y,1016,1082,21202,20902,851,851,6461522.832000000402331,1901248.537000000011176,6461887.139999999664724,1901708.935999999986961,6461879.688000000081956,1902285.999000000068918,1,1,11710,11710,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,1196.509802203968093
1794,9/22/2010 11:26:32,9/22/2010 11:26:52,186931,,160714,53876,2227.413738090000152,26390,0,9/22/2010 11:26:32,M,D,6,B,0,2,CN,12864,13048,CN,12865,13049,N,N,N,12864,13049,1922065.608000000007451,6464704.259999999776483,50,91916,91916,CN,CN,2,N,Y,1033,1032,20902,20902,834,834,6464704.259999999776483,1922065.608000000007451,6464205.476999999955297,1923048.483999999938533,6463514.280000000260770,1923904.436999999918044,1,1,10960,10800,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,2227.413738572121929
1795,4/16/2010 7:07:22,6/27/2012 7:46:26,180024,,4381,155932,60.276968449999998,26651,0,4/16/2010 7:07:22,M,D,6,B,0,2,CN,34552,34558,CN,34553,34559,N,N,N,34552,34559,2073506.000000000000000,6311681.000000000000000,45,92059,92059,CN,CN,2,N,Y,3014,2003,19109,19109,804,804,6311681.000000000000000,2073506.000000000000000,6311702.656000000424683,2073526.760999999940395,6311724.513000000268221,2073547.712999999988824,1,1,30190,20220,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,60.277239570530625
1796,4/20/2010 7:32:56,8/5/2014 8:46:14,180089,,155971,155975,365.580982580000011,44006,0,4/20/2010 7:32:56,M,D,6,B,0,2,CN,15874,15902,CN,15875,15903,N,N,N,15874,15903,2057628.922999999951571,6336766.992999999783933,50,92061,92061,CN,CN,2,N,Y,1079,1000,19108,19110,809,809,6336766.992999999783933,2057628.922999999951571,6336883.515999999828637,2057487.814999999944121,6336999.132000000216067,2057346.504999999888241,1,1,11310,20050,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,365.580864727795188
1797,11/10/2010 8:50:54,9/13/2019 10:20:21,187933,,161745,161748,2568.743366279999918,43894,0,11/10/2010 8:50:54,M,D,6,B,0,2,CN,13190,13328,CN,13191,13329,N,N,Y,13190,13329,1916465.466999999945983,6348047.766999999992549,45,92040,92040,CN,CN,2,N,Y,1001,1000,16901,16901,521,522,6348047.766999999992549,1916465.466999999945983,6347876.338000000454485,1917598.519000000087544,6346856.304999999701977,1918339.293999999994412,1,1,10010,10000,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,2568.743596766292285
1798,11/10/2010 9:55:27,3/21/2012 12:33:55,187941,,161751,161759,293.578166300000021,43894,0,11/10/2010 9:55:27,M,D,6,B,0,2,CN,13650,13658,CN,13651,13659,N,N,Y,13650,13659,1922860.172000000020489,6345128.031999999657273,45,92040,92040,CN,CN,2,N,Y,1001,1001,16901,16901,521,423,6345128.031999999657273,1922860.172000000020489,6345070.366000000387430,1922995.370000000111759,6345003.359000000171363,1923125.700999999884516,1,1,10010,10010,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,293.578263773933486
1799,11/17/2010 8:44:41,4/13/2016 14:28:52,188022,,161832,161833,1190.406598699999904,102875,0,11/17/2010 8:44:41,M,D,6,F,0,2,CO,0,0,CO,0,0,N,N,Y,0,0,1831484.487999999895692,6280548.202999999746680,50,92118,92118,CO,CO,2,N,Y,1004,1004,11000,11000,3,3,6280548.202999999746680,1831484.487999999895692,6280111.553000000305474,1831886.922000000020489,6279713.548000000417233,1832328.290000000037253,1,1,10180,10180,,SR-75 SB,,SR-75 SB,,STATE ROUTE 75 SB,,,STATE ROUTE 75 SB,1190.406433525636430
1800,11/17/2010 8:56:06,12/2/2014 7:56:24,188026,,161836,161838,343.780330839999976,41114,0,11/17/2010 8:56:06,M,D,F,F,0,2,CO,0,0,CO,0,0,N,N,Y,0,0,1832387.983999999938533,6279321.978000000119209,50,92118,92118,CO,CO,2,N,Y,1000,1000,10900,10900,3,3,6279321.978000000119209,1832387.983999999938533,6279452.639999999664724,1832276.178000000072643,6279583.929999999701977,1832165.415000000037253,1,1,10000,10000,,SR-75 NB,,SR-75 NB,,STATE ROUTE 75 NB,,,STATE ROUTE 75 NB,343.780267955205716
1801,5/24/2011 9:09:07,7/14/2016 11:35:46,194639,,166425,40940,11.399453619999999,6965,0,5/24/2011 9:09:07,M,D,6,B,0,2,SD,18478,18478,SD,18479,18479,N,N,N,18478,18479,1962170.608000000007451,6311837.411999999545515,45,92128,92128,SD,SD,3,N,Y,2000,2006,17058,17060,234,234,6311837.411999999545515,1962170.608000000007451,6311837.200000000186265,1962176.604000000050291,6311837.000000000000000,1962182.000000000000000,1,1,30010,30140,,POMERADO,RD,POMERADO RD,,POMERADO,RD,,POMERADO RD,11.399494166194790
1802,6/26/2012 14:10:36,8/17/2020 9:25:55,201722,,3857,3869,605.285849269999972,44006,0,6/26/2012 14:10:36,M,D,6,B,0,2,CN,11155,11177,CN,11156,11178,N,N,N,11155,11178,2077082.999000000068918,6309571.998999999836087,45,92059,92059,CN,CN,2,N,Y,2065,3001,19108,19109,804,804,6309571.998999999836087,2077082.999000000068918,6309873.688000000081956,2077054.843000000109896,6310175.000000000000000,2077031.000000000000000,1,1,40920,30010,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,605.285931309329044
1803,9/28/2012 12:55:14,3/22/2017 8:04:58,202159,,172500,172499,239.771459459999988,26390,0,9/28/2012 12:55:14,M,D,6,B,0,2,CN,37464,37498,CN,37465,37499,N,N,N,37464,37499,2084504.774999999906868,6396537.841000000014901,50,92536,92536,CN,CN,2,N,Y,1012,3029,20903,20903,820,820,6396537.841000000014901,2084504.774999999906868,6396457.120000000111759,2084593.567999999970198,6396376.553000000305474,2084682.192000000039116,1,1,12280,34030,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,239.771553017295588
1804,10/16/2015 7:51:17,10/20/2015 11:25:01,214965,,46285,178525,818.992772980000041,43894,0,10/16/2015 7:51:17,M,D,6,B,,2,CN,18050,18198,CN,18051,18199,N,N,N,18050,18199,1947759.000000000000000,6357135.000000000000000,45,92065,92065,CN,CN,2,N,Y,2034,2034,20801,20801,434,434,6357135.000000000000000,1947759.000000000000000,6357502.717000000178814,1947580.293999999994412,6357905.861999999731779,1947533.384000000078231,1,1,20510,20510,,SR-67,,SR-67,,STATE ROUTE 67,,,STATE ROUTE 67,818.992692436310108
1805,10/30/2015 14:25:17,5/7/2021 15:17:41,215276,,178751,178752,95.833982879999994,27078,0,10/30/2015 14:25:17,M,D,6,B,0,2,CN,12022,12032,CN,12023,12033,N,N,N,12022,12033,1847409.852999999886379,6349262.230000000447035,45,91978,91978,CN,CN,2,N,Y,2009,3002,21305,13506,625,625,6349262.230000000447035,1847409.852999999886379,6349276.811999999918044,1847364.122999999905005,6349292.861999999731779,1847319.064999999944121,1,1,20100,10440,,CAMPO,RD,CAMPO RD,,CAMPO,RD,,CAMPO RD,95.834127862239484
1806,11/5/2015 10:56:32,11/5/2015 10:56:36,215334,,36452,174074,8417.454798939999819,39966,0,11/5/2015 10:56:32,M,D,6,B,0,2,SD,16140,17140,SD,16141,17139,N,N,N,16140,17140,1975669.000000000000000,6335125.000000000000000,45,92027,92025,SD,SD,2,N,Y,1035,1002,20711,20710,235,235,6335125.000000000000000,1975669.000000000000000,6339066.000000000000000,1977037.000999999931082,6343056.678999999538064,1978324.933999999891967,1,1,11830,10020,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,8417.454879577839165
1807,1/22/2020 14:37:46,2/4/2020 11:31:59,228521,,188515,41132,702.937910740000007,26390,0,1/22/2020 14:37:46,M,D,6,B,0,2,CN,3871,3939,CN,3870,3938,N,N,N,3870,3939,1962068.252000000094995,6463256.353000000119209,50,92036,92036,CN,CN,2,N,Y,1028,2029,20904,20904,829,829,6463256.353000000119209,1962068.252000000094995,6463532.985000000335276,1961852.789000000106171,6463708.000000000000000,1961554.000000000000000,1,1,20380,30860,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,702.937654592578951
1808,5/21/2010 13:44:23,5/21/2010 13:44:35,180608,,156284,156285,120.192144350000007,44006,0,5/21/2010 13:44:23,M,D,6,B,0,2,CN,18182,18194,CN,18183,18195,N,N,N,18182,18195,2054429.860000000102445,6352326.067999999970198,50,92061,92061,CN,CN,2,N,Y,1038,1047,19108,19108,809,809,6352326.067999999970198,2054429.860000000102445,6352382.444000000134110,2054450.398000000044703,6352439.000000000000000,2054471.000000000000000,1,1,11410,11380,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,120.192036752414182
1809,4/10/2014 8:20:22,3/22/2017 8:03:50,209136,,18339,15041,7916.259854670000095,26390,0,4/10/2014 8:20:22,M,D,6,B,0,2,CN,26600,26898,CN,26001,26899,N,N,N,26001,26899,2016615.000000000000000,6420869.000000000000000,50,92070,92070,CN,CN,2,N,Y,1081,2027,20903,20903,820,820,6420869.000000000000000,2016615.000000000000000,6420750.376000000163913,2020523.037000000011176,6422352.000000000000000,2024029.000000000000000,1,1,11770,31140,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,7916.260087132018270
1810,9/14/2020 10:59:21,9/15/2020 12:58:08,229117,,189169,189120,196.554709610000003,44006,0,9/14/2020 10:59:21,M,D,6,B,0,2,CN,20821,20831,CN,20820,20830,N,N,N,20820,20831,2049016.723999999929219,6370481.541000000201166,50,92060,92082,CN,CN,2,N,Y,1064,1060,19108,19108,815,815,6370481.541000000201166,2049016.723999999929219,6370578.220999999903142,2049000.878999999957159,6370673.713000000454485,2048976.624000000068918,1,1,11580,11640,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,196.554456793773056
1811,9/14/2020 11:01:11,9/14/2020 11:03:36,229121,,189121,189122,272.427554810000004,44006,0,9/14/2020 11:01:11,M,D,6,B,0,2,CN,399,401,CN,400,402,N,N,N,399,402,2048771.583000000100583,6371113.071000000461936,50,92060,92082,CN,CN,2,N,Y,1064,1060,19108,19108,815,815,6371113.071000000461936,2048771.583000000100583,6371234.252000000327826,2048709.847000000067055,6371355.813000000081956,2048647.918000000063330,1,1,11580,11640,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,272.427461908789894
1812,8/21/2013 9:43:39,7/14/2016 11:46:31,204469,,71505,71768,405.344663219999973,27209,0,8/21/2013 9:43:39,M,D,6,B,0,2,CN,0,0,CN,0,0,N,N,N,0,0,1875672.999000000068918,6481995.000000000000000,35,91962,91962,CN,CN,3,N,Y,1054,2024,21102,20902,855,852,6481995.000000000000000,1875672.999000000068918,6481894.337000000290573,1875496.715000000083819,6481794.000000000000000,1875321.000000000000000,1,1,20730,20340,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,405.344761395492696
1813,8/22/2013 12:34:40,7/14/2016 11:44:46,204523,,106524,106789,2164.802713160000167,27209,0,8/22/2013 12:34:40,M,D,6,B,0,2,CN,41400,41698,CN,41401,41699,N,N,N,41400,41699,1820573.000000000000000,6559342.000000000000000,45,91934,91934,CN,CN,3,N,Y,2011,2012,21102,21102,885,885,6559342.000000000000000,1820573.000000000000000,6560371.827999999746680,1820253.325999999884516,6561379.000000000000000,1819877.000000000000000,1,1,40240,40320,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,2164.802835826461887
1814,8/22/2013 14:17:04,7/14/2016 11:53:37,204532,,112195,112016,1433.184948789999908,27209,0,8/22/2013 14:17:04,M,D,6,B,0,2,CN,45700,45798,CN,45701,45799,N,N,N,45700,45799,1804586.000999999931082,6587742.000000000000000,45,91934,91934,CN,CN,3,N,Y,2026,2000,21102,21102,885,886,6587742.000000000000000,1804586.000999999931082,6588387.536999999545515,1804894.334000000031665,6589012.000000000000000,1805245.000000000000000,1,1,41070,41230,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,1433.185044376273027
1815,6/30/2014 11:50:49,7/14/2016 11:55:56,210436,,175829,45140,14950.642802270000175,25708,52,6/30/2014 11:50:49,M,D,6,B,0,2,CN,7941,8799,CN,7940,8798,N,N,N,7940,8799,1964516.239999999990687,6509016.697999999858439,45,92036,92036,CN,CN,3,N,Y,3017,3049,21001,21001,849,849,6509016.697999999858439,1964516.239999999990687,6512504.718999999575317,1958107.968000000109896,6509826.258999999612570,1951281.877000000094995,1,1,10900,11420,,GREAT STHRN OVRLND S,,GREAT STHRN OVRLND S,,GREAT STHRN OVERLAND STAGE RT,,,GREAT STHRN OVERLAND STAGE RT,14950.642633317753280
1816,4/4/2016 14:55:31,4/4/2016 14:56:01,218079,,180665,180666,601.167889209999998,40808,0,4/4/2016 14:55:31,M,D,6,B,,2,CN,17850,17898,CN,17851,17899,N,N,N,17850,17899,1809231.388999999966472,6403300.014000000432134,45,91917,91917,CN,CN,2,N,Y,1044,1044,21302,21302,877,877,6403300.014000000432134,1809231.388999999966472,6403173.589999999850988,1808958.226000000024214,6403109.675999999977648,1808667.912999999942258,1,1,10550,10550,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,601.167643538786479
1817,4/4/2016 15:00:40,4/4/2016 15:01:26,218081,,180666,180668,2474.111763249999967,40808,0,4/4/2016 15:00:40,M,D,6,B,,2,CN,17900,17928,CN,17901,17929,N,N,N,17900,17929,1808667.912999999942258,6403109.675999999977648,45,91917,91917,CN,CN,2,N,Y,1044,1044,21302,21302,877,877,6403109.675999999977648,1808667.912999999942258,6403086.987999999895692,1807440.754999999888241,6403323.390999999828637,1806330.992000000085682,1,1,10810,10810,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,2474.111970992236365
1818,5/2/2016 14:05:56,5/29/2019 9:27:40,218387,,23321,23233,180.709996090000004,9181,0,5/2/2016 14:05:56,M,D,6,B,0,2,ES,25001,25099,ES,25000,25098,N,N,N,25000,25099,2005421.000000000000000,6299956.000000000000000,35,92026,92026,ES,ES,3,N,Y,2021,1002,20111,20105,41,41,6299956.000000000000000,2005421.000000000000000,6299974.543999999761581,2005509.050000000046566,6299986.000000000000000,2005598.999000000068918,1,1,30660,10090,N,CENTRE CITY,PY,N CENTRE CITY PY,N,CENTRE CITY,PKY,,N CENTRE CITY PKY,180.709975403103186
1819,5/11/2011 14:00:27,7/22/2013 10:32:01,193987,,89423,166023,618.996666630000050,6291,122,5/11/2011 14:00:27,M,D,6,B,0,2,CN,2501,2581,CN,2500,2580,N,N,N,2500,2581,1851459.000000000000000,6352788.000000000000000,45,92019,92019,CN,CN,2,N,Y,2014,2007,21305,13608,625,616,6352788.000000000000000,1851459.000000000000000,6352501.934000000357628,1851342.253000000026077,6352213.973000000230968,1851227.466000000014901,1,1,20190,40000,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,618.996858868590152
1820,5/12/2011 10:29:55,7/22/2013 10:31:41,194074,,166055,166066,131.037802010000007,6291,0,5/12/2011 10:29:55,M,D,6,B,0,2,CN,2255,2273,CN,2254,2272,N,N,N,2254,2273,1852991.000000000000000,6353426.000000000000000,45,92019,92019,CN,CN,2,N,Y,4001,2000,13604,13608,617,616,6353426.000000000000000,1852991.000000000000000,6353425.531000000424683,1852925.002000000094995,6353425.070000000298023,1852859.966000000014901,1,1,40020,40000,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,131.037818232612068
1821,1/23/2014 8:23:36,1/23/2014 8:23:39,207388,,156278,7334,1464.052077040000086,44006,0,1/23/2014 8:23:36,M,D,6,B,0,2,CN,17614,17698,CN,17615,17699,N,N,N,17614,17699,2051219.513000000035390,6348667.758999999612570,50,92061,92061,CN,CN,2,N,Y,1077,1082,19108,19108,809,809,6348667.758999999612570,2051219.513000000035390,6349066.654000000096858,2051815.867000000085682,6349696.001000000163913,2052174.000000000000000,1,1,11340,11460,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1464.052044245268235
1822,2/4/2014 13:39:24,9/15/2015 10:23:52,207687,,174849,174850,920.444755279999981,26713,100,2/4/2014 13:39:24,M,D,6,B,0,2,CN,10108,10298,CN,10107,10299,N,N,N,10107,10299,2037205.550000000046566,6297882.871000000275671,45,92082,92082,CN,CN,3,N,Y,4009,2004,19103,19105,362,807,6297882.871000000275671,2037205.550000000046566,6298086.344999999739230,2037616.719999999972060,6298371.576999999582767,2037942.237999999895692,1,1,20680,30120,,OLD CASTLE,RD,OLD CASTLE RD,,OLD CASTLE,RD,,OLD CASTLE RD,920.444482061308804
1823,10/13/2022 8:01:40,10/13/2022 8:01:43,232226,,106276,191393,795.243286659999967,27209,0,10/13/2022 8:01:40,M,D,6,B,0,2,CN,40650,40770,CN,40651,40771,N,N,N,40650,40771,1821276.000000000000000,6554344.000000000000000,45,91905,91905,CN,CN,3,N,Y,1131,1164,21102,21102,884,884,6554344.000000000000000,1821276.000000000000000,6554709.265999999828637,1821117.935000000055879,6555075.957000000402331,1820965.524999999906868,1,1,11310,11640,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,795.243207010625383
